surface	normalized	reading	partOfSpeech	type	count	sources
グループ	グループ	グループ	名詞,普通名詞,一般	katakana	1	tools/lint/README.md:1
継承	継承	ケイショウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
形態	形態	ケイタイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
軽量	軽量	ケイリョウ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Archive/Core/tasks-status.md:1
検索	検索	ケンサク	名詞,普通名詞,サ変可能	japanese	1	tools/lint/README.md:1
検証用	検証用	ケンショウヨウ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
検討	検討	ケントウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-core-engine-detail-design.md:1
原子	原子	ゲンシ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
現象	現象	ゲンショウ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
ゲート	ゲート	ゲート	名詞,普通名詞,一般	katakana	1	Tracker/Design/Core/tracker-architecture-plan.md:1
更新日	更新日	コウシンビ	名詞,普通名詞,一般	japanese	1	feedback-points/feedback-points.md:1
更新履歴	更新履歴	コウシンリレキ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
高速化	高速化	コウソクカ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
行内	行内	コウナイ	名詞,普通名詞,一般	japanese	1	tools/lint/README.md:1
高品質	高品質	コウヒンシツ	名詞,普通名詞,形状詞可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
後方	後方	コウホウ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
小型	小型	コガタ	名詞,普通名詞,形状詞可能	japanese	1	Tracker/Design/Archive/DebugHost/tasks-status.md:1
小型化	小型化	コガタカ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Archive/DebugHost/tasks-status.md:1
古典的	古典的	コテンテキ	名詞,普通名詞,形状詞可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
庫内	庫内	コナイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/tasks-status.md:1
コピー	コピー	コピー	名詞,普通名詞,サ変可能	katakana	1	Tracker/Tracker.DebugHost/README.md:1
コマンド	コマンド	コマンド	名詞,普通名詞,一般	katakana	1	Tracker/Design/Core/tracker-core-engine-detail-design.md:1
コンテキスト	コンテキスト	コンテキスト	名詞,普通名詞,一般	katakana	1	Tracker/Design/Core/tracker-history-000-038.md:1
混入	混入	コンニュウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/tasks-status.md:1
コード	コード	コード	名詞,普通名詞,一般	katakana	1	Tracker/Design/Core/tracker-core-engine-detail-design.md:1
誤差	誤差	ゴサ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
誤表記	誤表記	ゴヒョウキ	名詞,普通名詞,一般	japanese	1	tools/lint/README.md:1
再検証	再検証	サイケンショウ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
再作成	再作成	サイサクセイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
再実行	再実行	サイジッコウ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
最長	最長	サイチョウ	名詞,普通名詞,一般	japanese	1	Tracker/Tracker.DebugHost/README.md:1
再調整	再調整	サイチョウセイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Archive/Core/tasks-status.md:1
最適化	最適化	サイテキカ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
再発	再発	サイハツ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-history-000-038.md:1
再発防止	再発防止	サイハツボウシ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Archive/Core/tasks-status.md:1
再評価	再評価	サイヒョウカ	名詞,普通名詞,一般	japanese	1	Tracker/Tracker.DebugHost/README.md:1
再表示	再表示	サイヒョウジ	名詞,普通名詞,一般	japanese	1	Tracker/Tracker.DebugHost/README.md:1
作業中	作業中	サギョウチュウ	名詞,普通名詞,一般	japanese	1	AGENTS.md:1
作業場所	作業場所	サギョウバショ	名詞,普通名詞,一般	japanese	1	feedback-points/feedback-points.md:1
索引	索引	サクイン	名詞,普通名詞,一般	japanese	1	Tracker/Design/Archive/Core/tasks-status.md:1
算出	算出	サンシュツ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-core-engine-detail-design.md:1
参照先	参照先	サンショウサキ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
サンプル	サンプル	サンプル	名詞,普通名詞,一般	katakana	1	README.md:1
残存	残存	ザンゾン	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/tasks-status.md:1
暫定的	暫定的	ザンテイテキ	名詞,普通名詞,形状詞可能	japanese	1	tools/lint/README.md:1
支援	支援	シエン	名詞,普通名詞,サ変可能	japanese	1	README.md:1
仕組み	仕組み	シクミ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
試行	試行	シコウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
姿勢	姿勢	シセイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
視線	視線	シセン	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
視認	視認	シニン	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
指標	指標	シヒョウ	名詞,普通名詞,一般	japanese	1	Tracker/Tracker.CaptureReplay/README.md:1
収束	収束	シュウソク	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
終了	終了	シュウリョウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/tasks-status.md:1
縮小	縮小	シュクショウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
種類	種類	シュルイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
照合	照合	ショウゴウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
消失	消失	ショウシツ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Tracker.DebugHost/README.md:1
証明	証明	ショウメイ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Archive/DebugHost/phases-status.md:1
将来的	将来的	ショウライテキ	名詞,普通名詞,形状詞可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
処理系	処理系	ショリケイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/tasks-status.md:1
処理単位	処理単位	ショリタンイ	名詞,普通名詞,一般	japanese	1	AGENTS.md:1
処理中	処理中	ショリチュウ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
実体	実体	ジッタイ	名詞,普通名詞,一般	japanese	1	AGENTS.md:1
実態	実態	ジッタイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
実運用	実運用	ジツウンヨウ	名詞,普通名詞,一般	japanese	1	Tracker/Design/RuntimeHost/runtime-host-plan.md:1
自分	自分	ジブン	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
自明	自明	ジメイ	名詞,普通名詞,形状詞可能	japanese	1	Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
従属	従属	ジュウゾク	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
重点的	重点的	ジュウテンテキ	名詞,普通名詞,形状詞可能	japanese	1	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
重要度	重要度	ジュウヨウド	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
上下	上下	ジョウゲ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
上昇	上昇	ジョウショウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
常時	常時	ジョウジ	名詞,普通名詞,副詞可能	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
上端	上端	ジョウタン	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
常駐	常駐	ジョウチュウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Archive/DebugHost/tasks-status.md:1
数式	数式	スウシキ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-core-engine-detail-design.md:1
スクラブ	スクラブ	スクラブ	名詞,普通名詞,一般	katakana	1	Tracker/Tracker.DebugHost/README.md:1
進め方	進め方	ススメカタ	名詞,普通名詞,一般	japanese	1	AGENTS.md:1
全て	全て	スベテ	名詞,普通名詞,副詞可能	japanese	1	Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
スライド	スライド	スライド	名詞,普通名詞,サ変可能	katakana	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
正確	正確	セイカク	名詞,普通名詞,形状詞可能	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
成果物	成果物	セイカブツ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
静止	静止	セイシ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
生存	生存	セイゾン	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
責任	責任	セキニン	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
接頭辞	接頭辞	セットウジ	名詞,普通名詞,一般	japanese	1	tools/lint/README.md:1
説明文	説明文	セツメイブン	名詞,普通名詞,一般	japanese	1	Tracker/Design/tasks-status.md:1
宣言	宣言	センゲン	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
専念	専念	センネン	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
選別	選別	センベツ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
是正	是正	ゼセイ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-history-000-038.md:1
絶対	絶対	ゼッタイ	名詞,普通名詞,副詞可能	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
前方	前方	ゼンポウ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
前面	前面	ゼンメン	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
早期	早期	ソウキ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
相互	相互	ソウゴ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
即興	即興	ソッキョウ	名詞,普通名詞,一般	japanese	1	AGENTS.md:1
素朴	素朴	ソボク	名詞,普通名詞,形状詞可能	japanese	1	tools/lint/README.md:1
ソースファイル	ソースファイル	ソースファイル	名詞,普通名詞,一般	katakana	1	Tracker/Design/Core/tracker-history-000-038.md:1
増幅	増幅	ゾウフク	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
退化	退化	タイカ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
体系	体系	タイケイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
多重	多重	タジュウ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
多数	多数	タスウ	名詞,普通名詞,副詞可能	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
タブ	タブ	タブ	名詞,普通名詞,一般	katakana	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
短期	短期	タンキ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-history-000-038.md:1
短縮	短縮	タンシュク	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/RuntimeHost/runtime-host-plan.md:1
台帳	台帳	ダイチョウ	名詞,普通名詞,一般	japanese	1	feedback-points/feedback-points.md:1
代表的	代表的	ダイヒョウテキ	名詞,普通名詞,形状詞可能	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
妥当	妥当	ダトウ	名詞,普通名詞,サ変形状詞可能	japanese	1	Tracker/Design/tasks-status.md:1
逐語	逐語	チクゴ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
直訳	直訳	チョクヤク	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
通過	通過	ツウカ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-history-000-038.md:1
綴り	綴り	ツヅリ	名詞,普通名詞,一般	japanese	1	Tracker/Design/tasks-status.md:1
定期	定期	テイキ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
定時	定時	テイジ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
提示	提示	テイジ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/tasks-status.md:1
撤回	撤回	テッカイ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
典型的	典型的	テンケイテキ	名詞,普通名詞,形状詞可能	japanese	1	Tracker/Tracker.DebugHost/README.md:1
踏襲	踏襲	トウシュウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
到着	到着	トウチャク	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
途中	途中	トチュウ	名詞,普通名詞,副詞可能	japanese	1	Tracker/Tracker.DebugHost/README.md:1
トップページ	トップページ	トップページ	名詞,普通名詞,一般	katakana	1	Tracker/Tracker.DebugHost/README.md:1
跳び	跳び	トビ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
取りまとめ役	取りまとめ役	トリマトメヤク	名詞,普通名詞,一般	japanese	1	AGENTS.md:1
同義	同義	ドウギ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
同種	同種	ドウシュ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
同封	同封	ドウフウ	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
ドキュメント	ドキュメント	ドキュメント	名詞,普通名詞,一般	katakana	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
独立性	独立性	ドクリツセイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
ドメイン	ドメイン	ドメイン	名詞,普通名詞,一般	katakana	1	README.md:1
中身	中身	ナカミ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
流れ	流れ	ナガレ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
並び	並び	ナラビ	名詞,普通名詞,一般	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
並べ替え	並べ替え	ナラベカエ	名詞,普通名詞,一般	japanese	1	Tracker/Tracker.DebugHost/README.md:1
逃げ	逃げ	ニゲ	名詞,普通名詞,一般	japanese	1	tools/lint/README.md:1
入出力	入出力	ニュウシュツリョク	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/Core/tracker-architecture-plan.md:1
ネットワーク	ネットワーク	ネットワーク	名詞,普通名詞,一般	katakana	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
濃色	濃色	ノウショク	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
能力	能力	ノウリョク	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
背景	背景	ハイケイ	名詞,普通名詞,一般	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
配色	配色	ハイショク	名詞,普通名詞,サ変可能	japanese	1	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
